image_path,information_type,identifiability_gold,location_gold,activity_gold,blur_presence,sharing_gold,high_level_category,subcategory
img3585,"[0,0,1,0,1,0,0,0]",0.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3586,"[1,0,1,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3587,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Location information,Public facilities
img3588,"[0,0,1,0,0,0,0,0]",0.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3589,"[1,1,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img359,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img3590,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3591,"[1,0,0,0,0,0,0,0]",1.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3592,"[1,1,1,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3593,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3594,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3595,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3596,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3597,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3598,"[1,1,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3599,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img36,"[1,1,0,1,0,0,0,0]",1.0,0.0,1.0,0.0,"[0,0,0,0,0,0]",Body and appearance,Body exposure and sexual implication
img360,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img3600,"[1,0,1,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3601,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3602,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3603,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3604,"[0,0,1,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3605,"[1,0,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,0,0,0,0]",Location information,Public facilities
img3606,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3607,"[1,1,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3608,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3609,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img361,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img3610,"[1,0,1,0,1,0,0,0]",1.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3611,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3612,"[0,0,0,0,0,0,0,1]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3613,"[1,0,1,1,1,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,0,0,0,0]",Location information,Public facilities
img3614,"[1,1,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3615,"[1,1,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3616,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3617,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3618,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Location information,Public facilities
img3619,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img362,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img3620,"[1,1,1,0,1,0,0,0]",2.0,2.0,0.0,0.0,"[0,1,0,0,0,0]",Location information,Public facilities
img3621,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3622,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3623,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3624,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3625,"[1,0,1,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3626,"[1,1,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3627,"[1,0,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3628,"[1,1,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3629,"[1,0,1,0,1,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img363,"[0,0,0,0,0,0,0,1]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img3630,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3631,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3632,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3633,"[0,0,0,0,1,0,0,0]",0.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3634,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3635,"[1,1,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3636,"[0,0,0,0,1,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3637,"[1,0,1,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3638,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3639,"[0,0,0,0,0,0,0,1]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img364,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img3640,"[1,1,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3641,"[1,0,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3642,"[1,0,1,0,1,0,0,0]",1.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3643,"[1,0,1,0,1,0,0,0]",0.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Location information,Public facilities
img3644,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3645,"[1,0,1,0,1,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3646,"[1,0,1,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Location information,Public facilities
img3647,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,1.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3648,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3649,"[1,1,1,1,0,0,0,0]",1.0,0.0,1.0,1.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img365,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img3650,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,1.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3651,"[1,1,0,0,0,0,0,0]",1.0,0.0,0.0,1.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3652,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3653,"[0,0,1,0,0,0,0,0]",1.0,0.0,0.0,1.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Family events
img3654,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,1.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Family events
img3655,"[1,1,1,0,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3656,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3657,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,1.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3658,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,1.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3659,"[1,1,1,0,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img366,"[0,0,1,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img3660,"[0,1,1,0,0,0,0,0]",1.0,0.0,0.0,1.0,"[0,0,0,0,0,0]",Personal identity and sensitive information,Family events
img3661,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3662,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3663,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,1.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3664,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3665,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3666,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3667,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3668,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3669,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img367,"[0,0,1,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img3670,"[0,1,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3671,"[1,1,0,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3672,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3673,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Family events
img3674,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,0,0,0,0,0]",Personal identity and sensitive information,Family events
img3675,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3676,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3677,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,1.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3678,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,1.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3679,"[1,1,1,0,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img368,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img3680,"[0,1,1,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3681,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3682,"[1,1,1,1,0,0,0,0]",1.0,0.0,1.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3683,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,1.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3684,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,1.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Family events
img3685,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3686,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3687,"[1,1,1,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3688,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3689,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,1.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img369,"[0,0,1,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img3690,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3691,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3692,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3693,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,1.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3694,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,1.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3695,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Family events
img3696,"[1,1,1,0,0,0,0,0]",0.0,0.0,0.0,1.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Family events
img3697,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3698,"[1,1,0,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3699,"[1,1,1,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img37,"[1,1,0,1,0,0,0,0]",2.0,0.0,1.0,0.0,"[0,1,0,0,0,0]",Body and appearance,Body exposure and sexual implication
img370,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Public,Public
img3700,"[1,1,0,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3701,"[1,0,0,0,0,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3702,"[1,0,0,0,0,0,0,0]",1.0,0.0,0.0,1.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3703,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3704,"[1,1,0,0,0,0,0,0]",2.0,1.0,0.0,1.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3705,"[1,1,0,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3706,"[1,1,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3707,"[1,0,0,0,0,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3708,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3709,"[1,1,0,0,0,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img371,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img3710,"[1,0,0,0,0,0,0,0]",1.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3711,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3712,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3713,"[1,1,0,0,0,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3714,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3715,"[1,0,0,0,0,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3716,"[1,1,0,0,0,0,0,0]",1.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3717,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,0]",Personal identity and sensitive information,Workplace/School
img3718,"[1,1,1,0,0,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3719,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img372,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img3720,"[1,1,1,0,0,0,0,0]",1.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3721,"[1,1,0,0,0,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3722,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3723,"[1,1,0,1,0,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3724,"[1,1,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3725,"[1,1,0,0,1,0,0,0]",1.0,0.0,,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3726,"[1,1,0,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3727,"[1,1,1,0,0,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3728,"[1,0,0,0,0,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3729,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img373,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img3730,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3731,"[1,1,0,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3732,"[1,1,1,0,0,0,0,0]",1.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3733,"[1,0,1,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3734,"[1,0,0,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3735,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3736,"[1,1,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3737,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3738,"[1,0,0,0,1,0,0,0]",1.0,1.0,0.0,1.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3739,"[1,1,0,0,0,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img374,"[0,0,0,0,0,1,0,0]",0.0,1.0,0.0,0.0,"[0,1,1,0,0,0]",Public,Public
img3740,"[1,0,0,0,0,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3741,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3742,"[1,0,0,0,0,0,0,0]",2.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3743,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3744,"[1,1,0,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Personal identity and sensitive information,Workplace/School
img3745,"[1,0,0,0,1,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3746,"[1,0,0,0,0,0,0,0]",2.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Personal identity and sensitive information,Workplace/School
img3747,"[1,0,0,0,0,0,0,0]",1.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Risk and crime-related information,Violence/Threat
img3748,"[0,0,0,0,0,0,1,0]",0.0,1.0,2.0,0.0,"[0,0,0,0,0,0]",Risk and crime-related information,Violence/Threat
img3749,"[1,1,0,0,0,0,1,0]",2.0,0.0,2.0,0.0,"[0,1,0,0,0,0]",Risk and crime-related information,Violence/Threat
img375,"[0,0,0,0,0,0,0,0]",0.0,0.0,0.0,0.0,"[0,1,1,1,1,1]",Public,Public
img3750,"[1,0,0,0,1,0,1,0]",1.0,1.0,2.0,0.0,"[0,1,1,0,0,0]",Risk and crime-related information,Violence/Threat
img3751,"[1,0,0,0,1,0,1,0]",2.0,1.0,2.0,0.0,"[0,1,0,0,0,0]",Risk and crime-related information,Violence/Threat
img3752,"[0,0,0,0,1,0,0,0]",0.0,0.0,1.0,0.0,"[0,1,1,0,0,0]",Risk and crime-related information,Violence/Threat
img3753,"[1,0,0,0,0,0,0,1]",1.0,0.0,0.0,0.0,"[0,1,1,0,0,0]",Risk and crime-related information,Violence/Threat
img3754,"[1,0,0,0,1,0,1,0]",2.0,0.0,2.0,0.0,"[0,1,0,0,0,0]",Risk and crime-related information,Violence/Threat
img3755,"[0,0,0,0,0,0,1,0]",0.0,1.0,2.0,0.0,"[0,0,0,0,0,0]",Risk and crime-related information,Violence/Threat
img3756,"[1,0,0,0,0,1,1,0]",1.0,0.0,2.0,0.0,"[0,1,1,0,0,0]",Risk and crime-related information,Violence/Threat
img3757,"[0,0,0,0,0,0,1,0]",0.0,0.0,2.0,,"[0,0,0,0,0,0]",Risk and crime-related information,Violence/Threat
img3758,"[0,0,0,0,1,0,1,0]",0.0,1.0,1.0,0.0,"[0,1,0,0,0,0]",Risk and crime-related information,Violence/Threat
img3759,"[0,0,0,0,1,0,1,0]",0.0,1.0,2.0,0.0,"[0,1,0,0,0,0]",Risk and crime-related information,Violence/Threat
img376,"[0,0,0,0,0,0,0,1]",0.0,0.0,0.0,0.0,"[0,1,1,1,0,0]",Public,Public
img3760,"[1,0,0,0,0,0,1,0]",1.0,0.0,2.0,0.0,"[0,1,0,0,0,0]",Risk and crime-related information,Violence/Threat
img3761,"[1,0,0,0,1,1,0,0]",1.0,0.0,2.0,0.0,"[0,1,0,0,0,0]",Risk and crime-related information,Violence/Threat
img3762,"[0,0,0,0,0,0,1,0]",0.0,1.0,2.0,0.0,"[0,1,0,0,0,0]",Risk and crime-related information,Violence/Threat
img3763,"[0,0,0,0,0,0,1,0]",0.0,2.0,2.0,0.0,"[0,1,0,0,0,0]",Risk and crime-related information,Violence/Threat
img3764,"[1,0,0,0,1,0,1,0]",2.0,0.0,2.0,0.0,"[0,1,0,0,0,0]",Risk and crime-related information,Violence/Threat
img3765,"[0,0,0,0,0,0,1,0]",0.0,0.0,2.0,,"[0,0,0,0,0,0]",Risk and crime-related information,Violence/Threat
img3766,"[0,0,0,0,0,0,1,0]",0.0,0.0,2.0,0.0,"[0,0,0,0,0,0]",Risk and crime-related information,Violence/Threat
img3767,"[1,0,0,0,0,0,1,0]",2.0,0.0,1.0,0.0,"[0,1,0,0,0,0]",Risk and crime-related information,Violence/Threat
img3768,"[1,0,1,0,1,0,0,0]",1.0,1.0,0.0,0.0,"[0,1,1,1,0,0]",Personal preferences,Hobbies/Leisure/Style
